"CaseMasterID","CaseNo","BriefFacts"
"1271","202601271","Case registered at Bengaluru Urban PS 29 regarding online fraud. Investigation ongoing under IO Ekbal."
"1272","202401272","Case registered at Chikkaballapur PS 1 regarding online fraud. Investigation ongoing under IO Chandani."
"1273","202301273","Case registered at Bengaluru Urban PS 3 regarding cheating. Investigation ongoing under IO Avni."
"1274","202601274","Case registered at Ballari PS 29 regarding dowry harassment. Investigation ongoing under IO Pallavi."
"1275","202501275","Case registered at Hassan PS 8 regarding robbery. Investigation ongoing under IO Yasti."
"1276","202401276","Case registered at Vijayanagara PS 13 regarding cheating. Investigation ongoing under IO Zinal."
"1277","202401277","Case registered at Bengaluru Urban PS 91 regarding sexual assault. Investigation ongoing under IO Logan."
"1278","202301278","Case registered at Bagalkot PS 2 regarding robbery. Investigation ongoing under IO Peter."
"1279","202501279","Case registered at Ballari PS 15 regarding grievous hurt. Investigation ongoing under IO Irya."
"1280","202301280","Case registered at Chamarajanagar PS 28 regarding cheating. Investigation ongoing under IO Matthew."
"1281","202301281","Case registered at Kodagu PS 20 regarding criminal breach of trust. Investigation ongoing under IO Vamakshi."
"1282","202501282","Case registered at Dakshina Kannada PS 49 regarding criminal breach of trust. Investigation ongoing under IO Ranveer."
"1283","202601283","Case registered at Kodagu PS 5 regarding criminal breach of trust. Investigation ongoing under IO Sanaya."
"1284","202401284","Case registered at Koppal PS 15 regarding identity theft. Investigation ongoing under IO Deepa."
"1285","202301285","Case registered at Kalaburagi PS 54 regarding vehicle theft. Investigation ongoing under IO Gauri."
"1286","202501286","Case registered at Bengaluru Rural PS 22 regarding online fraud. Investigation ongoing under IO Krishna."
"1287","202301287","Case registered at Belagavi PS 57 regarding public nuisance. Investigation ongoing under IO Krishna."
"1288","202301288","Case registered at Vijayapura PS 19 regarding gambling. Investigation ongoing under IO Bhavya."
"1289","202301289","Case registered at Vijayapura PS 7 regarding gambling. Investigation ongoing under IO Nathaniel."
"1290","202301290","Case registered at Kolar PS 23 regarding public nuisance. Investigation ongoing under IO Chakrika."
"1291","202301291","Case registered at Dharwad PS 24 regarding cheating. Investigation ongoing under IO Dakshesh."
"1292","202301292","Case registered at Davanagere PS 4 regarding dowry harassment. Investigation ongoing under IO Maanas."
"1293","202301293","Case registered at Ramanagara PS 24 regarding dowry harassment. Investigation ongoing under IO Jonathan."
"1294","202401294","Case registered at Belagavi PS 3 regarding identity theft. Investigation ongoing under IO Neel."
"1295","202401295","Case registered at Dakshina Kannada PS 53 regarding cheating. Investigation ongoing under IO Lakshit."
"1296","202401296","Case registered at Bengaluru Rural PS 29 regarding sexual assault. Investigation ongoing under IO Mohini."
"1297","202301297","Case registered at Shivamogga PS 3 regarding grievous hurt. Investigation ongoing under IO Radhika."
"1298","202301298","Case registered at Kolar PS 9 regarding criminal breach of trust. Investigation ongoing under IO Kiaan."
"1299","202301299","Case registered at Davanagere PS 14 regarding grievous hurt. Investigation ongoing under IO Dayamai."
"1300","202601300","Case registered at Dakshina Kannada PS 40 regarding online fraud. Investigation ongoing under IO Charan."
"1301","202401301","Case registered at Kodagu PS 11 regarding sexual assault. Investigation ongoing under IO Veda."
"1302","202401302","Case registered at Kalaburagi PS 2 regarding grievous hurt. Investigation ongoing under IO Ucchal."
"1303","202401303","Case registered at Bengaluru Urban PS 99 regarding dowry harassment. Investigation ongoing under IO Upkaar."
"1304","202401304","Case registered at Udupi PS 1 regarding theft. Investigation ongoing under IO Gunbir."
"1305","202501305","Case registered at Kalaburagi PS 50 regarding identity theft. Investigation ongoing under IO Ladli."
"1306","202401306","Case registered at Belagavi PS 57 regarding online fraud. Investigation ongoing under IO Watika."
"1307","202301307","Case registered at Bidar PS 24 regarding domestic violence. Investigation ongoing under IO Vidhi."
"1308","202601308","Case registered at Kolar PS 29 regarding grievous hurt. Investigation ongoing under IO Udarsh."
"1309","202501309","Case registered at Gadag PS 2 regarding murder. Investigation ongoing under IO Sai."
"1310","202501310","Case registered at Belagavi PS 25 regarding criminal breach of trust. Investigation ongoing under IO Dalaja."
"1311","202501311","Case registered at Dakshina Kannada PS 47 regarding online fraud. Investigation ongoing under IO Isaac."
"1312","202601312","Case registered at Kodagu PS 22 regarding dowry harassment. Investigation ongoing under IO Pranav."
"1313","202501313","Case registered at Tumakuru PS 28 regarding theft. Investigation ongoing under IO Vamakshi."
"1314","202601314","Case registered at Ramanagara PS 10 regarding gambling. Investigation ongoing under IO Guneet."
"1315","202401315","Case registered at Yadgir PS 5 regarding sexual assault. Investigation ongoing under IO Yadavi."
"1316","202401316","Case registered at Bidar PS 29 regarding gambling. Investigation ongoing under IO Tripti."
"1317","202501317","Case registered at Mysuru PS 10 regarding online fraud. Investigation ongoing under IO Abeer."
"1318","202401318","Case registered at Ballari PS 13 regarding identity theft. Investigation ongoing under IO Gaurang."
"1319","202301319","Case registered at Mysuru PS 14 regarding gambling. Investigation ongoing under IO Barkha."
"1320","202401320","Case registered at Vijayanagara PS 3 regarding robbery. Investigation ongoing under IO Girish."
"1321","202301321","Case registered at Bengaluru Rural PS 24 regarding grievous hurt. Investigation ongoing under IO Anika."
"1322","202501322","Case registered at Vijayapura PS 17 regarding cheating. Investigation ongoing under IO Avi."
"1323","202501323","Case registered at Kalaburagi PS 16 regarding robbery. Investigation ongoing under IO Lakshit."
"1324","202301324","Case registered at Kolar PS 4 regarding online fraud. Investigation ongoing under IO Brijesh."
"1325","202601325","Case registered at Vijayapura PS 3 regarding identity theft. Investigation ongoing under IO Laksh."
"1326","202401326","Case registered at Bengaluru Urban PS 75 regarding online fraud. Investigation ongoing under IO Orinder."
"1327","202501327","Case registered at Vijayanagara PS 13 regarding criminal breach of trust. Investigation ongoing under IO Bishakha."
"1328","202401328","Case registered at Mysuru PS 43 regarding theft. Investigation ongoing under IO Caleb."
"1329","202401329","Case registered at Chikkaballapur PS 14 regarding gambling. Investigation ongoing under IO Ikbal."
"1330","202601330","Case registered at Kolar PS 29 regarding public nuisance. Investigation ongoing under IO Tanvi."
"1331","202601331","Case registered at Chamarajanagar PS 9 regarding attempt to murder. Investigation ongoing under IO Yagnesh."
"1332","202301332","Case registered at Bidar PS 21 regarding sexual assault. Investigation ongoing under IO Ladli."
"1333","202301333","Case registered at Koppal PS 21 regarding burglary. Investigation ongoing under IO Darpan."
"1334","202401334","Case registered at Chikkaballapur PS 5 regarding online fraud. Investigation ongoing under IO Gautami."
"1335","202501335","Case registered at Mysuru PS 51 regarding identity theft. Investigation ongoing under IO Pahal."
"1336","202501336","Case registered at Bagalkot PS 6 regarding sexual assault. Investigation ongoing under IO Owen."
"1337","202601337","Case registered at Kalaburagi PS 55 regarding online fraud. Investigation ongoing under IO Samesh."
"1338","202301338","Case registered at Vijayanagara PS 18 regarding vehicle theft. Investigation ongoing under IO Urvi."
"1339","202501339","Case registered at Kalaburagi PS 32 regarding domestic violence. Investigation ongoing under IO Pranit."
"1340","202301340","Case registered at Belagavi PS 49 regarding dowry harassment. Investigation ongoing under IO Jasmit."
"1341","202601341","Case registered at Vijayapura PS 2 regarding identity theft. Investigation ongoing under IO Shaurya."
"1342","202401342","Case registered at Kolar PS 28 regarding grievous hurt. Investigation ongoing under IO Raagini."
"1343","202301343","Case registered at Mysuru PS 31 regarding identity theft. Investigation ongoing under IO Shravya."
"1344","202501344","Case registered at Mandya PS 29 regarding burglary. Investigation ongoing under IO Tanish."
"1345","202401345","Case registered at Mysuru PS 41 regarding identity theft. Investigation ongoing under IO Amol."
"1346","202501346","Case registered at Dakshina Kannada PS 4 regarding online fraud. Investigation ongoing under IO Ishaan."
"1347","202301347","Case registered at Bengaluru Urban PS 23 regarding theft. Investigation ongoing under IO William."
"1348","202501348","Case registered at Chamarajanagar PS 11 regarding criminal breach of trust. Investigation ongoing under IO Kevin."
"1349","202601349","Case registered at Kalaburagi PS 56 regarding dowry harassment. Investigation ongoing under IO Lucky."
"1350","202501350","Case registered at Vijayanagara PS 13 regarding domestic violence. Investigation ongoing under IO Bhavya."
"1351","202501351","Case registered at Kodagu PS 21 regarding cheating. Investigation ongoing under IO Tanveer."
"1352","202401352","Case registered at Belagavi PS 26 regarding murder. Investigation ongoing under IO Dhriti."
"1353","202401353","Case registered at Bengaluru Urban PS 109 regarding attempt to murder. Investigation ongoing under IO Oeshi."
"1354","202401354","Case registered at Gadag PS 7 regarding domestic violence. Investigation ongoing under IO Ethan."
"1355","202401355","Case registered at Hassan PS 25 regarding cheating. Investigation ongoing under IO Nicholas."
"1356","202301356","Case registered at Vijayapura PS 5 regarding criminal breach of trust. Investigation ongoing under IO Chakrika."
"1357","202401357","Case registered at Kodagu PS 2 regarding identity theft. Investigation ongoing under IO Jeevika."
"1358","202401358","Case registered at Gadag PS 3 regarding robbery. Investigation ongoing under IO Ikbal."
"1359","202601359","Case registered at Bengaluru Urban PS 87 regarding murder. Investigation ongoing under IO Noah."
"1360","202301360","Case registered at Bagalkot PS 3 regarding vehicle theft. Investigation ongoing under IO Mason."
"1361","202401361","Case registered at Belagavi PS 32 regarding gambling. Investigation ongoing under IO Caleb."
"1362","202501362","Case registered at Dakshina Kannada PS 52 regarding attempt to murder. Investigation ongoing under IO Adya."
"1363","202501363","Case registered at Bagalkot PS 18 regarding attempt to murder. Investigation ongoing under IO Mitali."
"1364","202601364","Case registered at Bengaluru Urban PS 80 regarding public nuisance. Investigation ongoing under IO Agastya."
"1365","202501365","Case registered at Dakshina Kannada PS 38 regarding domestic violence. Investigation ongoing under IO Abeer."
"1366","202301366","Case registered at Tumakuru PS 26 regarding public nuisance. Investigation ongoing under IO Warda."
"1367","202501367","Case registered at Chitradurga PS 28 regarding murder. Investigation ongoing under IO Baghyawati."
"1368","202601368","Case registered at Chamarajanagar PS 4 regarding criminal breach of trust. Investigation ongoing under IO Noah."
"1369","202301369","Case registered at Dharwad PS 16 regarding public nuisance. Investigation ongoing under IO Chanchal."
"1370","202401370","Case registered at Bengaluru Urban PS 51 regarding robbery. Investigation ongoing under IO Bhavani."
"1371","202501371","Case registered at Chitradurga PS 17 regarding sexual assault. Investigation ongoing under IO Matthew."
"1372","202401372","Case registered at Dharwad PS 1 regarding online fraud. Investigation ongoing under IO Jagat."
"1373","202301373","Case registered at Bengaluru Urban PS 97 regarding domestic violence. Investigation ongoing under IO Jagrati."
"1374","202601374","Case registered at Bidar PS 22 regarding sexual assault. Investigation ongoing under IO Kala."
"1375","202401375","Case registered at Uttara Kannada PS 17 regarding criminal breach of trust. Investigation ongoing under IO Balvan."
"1376","202501376","Case registered at Vijayapura PS 24 regarding identity theft. Investigation ongoing under IO Omisha."
"1377","202401377","Case registered at Uttara Kannada PS 22 regarding public nuisance. Investigation ongoing under IO Bachittar."
"1378","202301378","Case registered at Hassan PS 9 regarding online fraud. Investigation ongoing under IO Samaksh."
"1379","202401379","Case registered at Bengaluru Urban PS 61 regarding robbery. Investigation ongoing under IO Vamakshi."
"1380","202601380","Case registered at Uttara Kannada PS 4 regarding identity theft. Investigation ongoing under IO Charles."
"1381","202301381","Case registered at Vijayanagara PS 7 regarding public nuisance. Investigation ongoing under IO Dalaja."
"1382","202501382","Case registered at Kolar PS 28 regarding identity theft. Investigation ongoing under IO Kala."
"1383","202301383","Case registered at Bengaluru Rural PS 11 regarding robbery. Investigation ongoing under IO Onkar."
"1384","202601384","Case registered at Kalaburagi PS 46 regarding identity theft. Investigation ongoing under IO Ishwar."
"1385","202601385","Case registered at Raichur PS 4 regarding grievous hurt. Investigation ongoing under IO Vrinda."
"1386","202301386","Case registered at Haveri PS 28 regarding grievous hurt. Investigation ongoing under IO Hredhaan."
"1387","202501387","Case registered at Belagavi PS 3 regarding identity theft. Investigation ongoing under IO Ekta."
"1388","202401388","Case registered at Dakshina Kannada PS 8 regarding burglary. Investigation ongoing under IO Aradhana."
"1389","202501389","Case registered at Bengaluru Urban PS 58 regarding dowry harassment. Investigation ongoing under IO Chandani."
"1390","202401390","Case registered at Dakshina Kannada PS 52 regarding gambling. Investigation ongoing under IO Charles."
"1391","202301391","Case registered at Chamarajanagar PS 5 regarding cheating. Investigation ongoing under IO Yuvraj."
"1392","202401392","Case registered at Uttara Kannada PS 29 regarding attempt to murder. Investigation ongoing under IO Janya."
"1393","202401393","Case registered at Shivamogga PS 29 regarding public nuisance. Investigation ongoing under IO Mitesh."
"1394","202301394","Case registered at Gadag PS 1 regarding criminal breach of trust. Investigation ongoing under IO Ekavir."
"1395","202501395","Case registered at Hassan PS 9 regarding cheating. Investigation ongoing under IO Sanaya."
"1396","202401396","Case registered at Tumakuru PS 13 regarding vehicle theft. Investigation ongoing under IO Ishita."
"1397","202401397","Case registered at Hassan PS 14 regarding domestic violence. Investigation ongoing under IO Rushil."
"1398","202601398","Case registered at Dakshina Kannada PS 8 regarding criminal breach of trust. Investigation ongoing under IO Vaishnavi."
"1399","202301399","Case registered at Bengaluru Urban PS 76 regarding criminal breach of trust. Investigation ongoing under IO Wahab."
"1400","202401400","Case registered at Belagavi PS 50 regarding burglary. Investigation ongoing under IO Anmol."
"1401","202501401","Case registered at Kolar PS 4 regarding online fraud. Investigation ongoing under IO Idika."
"1402","202501402","Case registered at Chikkaballapur PS 25 regarding identity theft. Investigation ongoing under IO Netra."
"1403","202501403","Case registered at Kalaburagi PS 40 regarding attempt to murder. Investigation ongoing under IO Rachita."
"1404","202401404","Case registered at Shivamogga PS 13 regarding cheating. Investigation ongoing under IO Ekiya."
"1405","202301405","Case registered at Belagavi PS 40 regarding grievous hurt. Investigation ongoing under IO Krisha."
"1406","202301406","Case registered at Raichur PS 28 regarding burglary. Investigation ongoing under IO Gautami."
"1407","202301407","Case registered at Bengaluru Urban PS 68 regarding identity theft. Investigation ongoing under IO Max."
"1408","202401408","Case registered at Raichur PS 12 regarding gambling. Investigation ongoing under IO Vyanjana."
"1409","202601409","Case registered at Tumakuru PS 10 regarding public nuisance. Investigation ongoing under IO Saanvi."
"1410","202401410","Case registered at Haveri PS 12 regarding gambling. Investigation ongoing under IO Gautami."
"1411","202401411","Case registered at Mysuru PS 23 regarding dowry harassment. Investigation ongoing under IO Varsha."
"1412","202501412","Case registered at Belagavi PS 4 regarding online fraud. Investigation ongoing under IO Tripti."
"1413","202401413","Case registered at Kodagu PS 13 regarding grievous hurt. Investigation ongoing under IO Umang."
"1414","202501414","Case registered at Dakshina Kannada PS 20 regarding criminal breach of trust. Investigation ongoing under IO Warjas."
"1415","202501415","Case registered at Chikkaballapur PS 19 regarding sexual assault. Investigation ongoing under IO Urvashi."
"1416","202601416","Case registered at Vijayanagara PS 11 regarding public nuisance. Investigation ongoing under IO Rajata."
"1417","202401417","Case registered at Uttara Kannada PS 2 regarding cheating. Investigation ongoing under IO Jeet."
"1418","202501418","Case registered at Udupi PS 16 regarding burglary. Investigation ongoing under IO Teerth."
"1419","202301419","Case registered at Mysuru PS 10 regarding murder. Investigation ongoing under IO Madhav."
"1420","202301420","Case registered at Kalaburagi PS 22 regarding cheating. Investigation ongoing under IO Geetika."
"1421","202601421","Case registered at Kalaburagi PS 49 regarding cheating. Investigation ongoing under IO Rayaan."
"1422","202301422","Case registered at Kalaburagi PS 18 regarding murder. Investigation ongoing under IO Aarnav."
"1423","202601423","Case registered at Kalaburagi PS 31 regarding public nuisance. Investigation ongoing under IO Nathaniel."
"1424","202301424","Case registered at Mysuru PS 4 regarding gambling. Investigation ongoing under IO Harini."
"1425","202501425","Case registered at Mandya PS 16 regarding domestic violence. Investigation ongoing under IO Dalaja."
"1426","202301426","Case registered at Bengaluru Urban PS 92 regarding dowry harassment. Investigation ongoing under IO Yadavi."
"1427","202301427","Case registered at Haveri PS 7 regarding murder. Investigation ongoing under IO Reyansh."
"1428","202401428","Case registered at Uttara Kannada PS 19 regarding robbery. Investigation ongoing under IO Hredhaan."
"1429","202501429","Case registered at Ballari PS 31 regarding online fraud. Investigation ongoing under IO Nathaniel."
"1430","202301430","Case registered at Mysuru PS 21 regarding cheating. Investigation ongoing under IO Alka."
"1431","202301431","Case registered at Mandya PS 25 regarding public nuisance. Investigation ongoing under IO Pallavi."
"1432","202501432","Case registered at Udupi PS 5 regarding dowry harassment. Investigation ongoing under IO Priya."
"1433","202501433","Case registered at Hassan PS 11 regarding sexual assault. Investigation ongoing under IO Chandani."
"1434","202501434","Case registered at Vijayanagara PS 1 regarding murder. Investigation ongoing under IO Samuel."
"1435","202401435","Case registered at Bengaluru Urban PS 110 regarding burglary. Investigation ongoing under IO Harish."
"1436","202501436","Case registered at Mandya PS 3 regarding cheating. Investigation ongoing under IO Ekansh."
"1437","202501437","Case registered at Kodagu PS 26 regarding cheating. Investigation ongoing under IO Nachiket."
"1438","202301438","Case registered at Belagavi PS 47 regarding dowry harassment. Investigation ongoing under IO Hamsini."
"1439","202301439","Case registered at Uttara Kannada PS 11 regarding gambling. Investigation ongoing under IO Thomas."
"1440","202401440","Case registered at Shivamogga PS 9 regarding attempt to murder. Investigation ongoing under IO Bimala."
"1441","202501441","Case registered at Shivamogga PS 28 regarding public nuisance. Investigation ongoing under IO Aayush."
"1442","202501442","Case registered at Belagavi PS 34 regarding murder. Investigation ongoing under IO Radha."
"1443","202601443","Case registered at Raichur PS 1 regarding sexual assault. Investigation ongoing under IO Ikbal."
"1444","202601444","Case registered at Kalaburagi PS 54 regarding robbery. Investigation ongoing under IO Harshil."
"1445","202301445","Case registered at Tumakuru PS 6 regarding gambling. Investigation ongoing under IO Chaman."
"1446","202501446","Case registered at Bengaluru Urban PS 25 regarding sexual assault. Investigation ongoing under IO Siya."
"1447","202601447","Case registered at Dakshina Kannada PS 52 regarding gambling. Investigation ongoing under IO Nitara."
"1448","202601448","Case registered at Chikkaballapur PS 25 regarding grievous hurt. Investigation ongoing under IO Fiyaz."
"1449","202301449","Case registered at Dakshina Kannada PS 7 regarding dowry harassment. Investigation ongoing under IO Hardik."
"1450","202501450","Case registered at Chamarajanagar PS 5 regarding sexual assault. Investigation ongoing under IO Alka."
"1451","202301451","Case registered at Chikkaballapur PS 18 regarding criminal breach of trust. Investigation ongoing under IO Inaya."
"1452","202501452","Case registered at Dakshina Kannada PS 27 regarding gambling. Investigation ongoing under IO Mekhala."
"1453","202301453","Case registered at Vijayanagara PS 6 regarding grievous hurt. Investigation ongoing under IO Charvi."
"1454","202401454","Case registered at Bengaluru Urban PS 6 regarding online fraud. Investigation ongoing under IO Bimala."
"1455","202301455","Case registered at Chitradurga PS 28 regarding vehicle theft. Investigation ongoing under IO Lila."
"1456","202501456","Case registered at Chikkamagaluru PS 12 regarding domestic violence. Investigation ongoing under IO Owen."
"1457","202401457","Case registered at Shivamogga PS 6 regarding theft. Investigation ongoing under IO Ayaan."
"1458","202501458","Case registered at Bengaluru Urban PS 71 regarding criminal breach of trust. Investigation ongoing under IO Oni."
"1459","202401459","Case registered at Chikkaballapur PS 26 regarding public nuisance. Investigation ongoing under IO Chanchal."
"1460","202301460","Case registered at Kolar PS 20 regarding theft. Investigation ongoing under IO Gagan."
"1461","202601461","Case registered at Koppal PS 21 regarding public nuisance. Investigation ongoing under IO Eshana."
"1462","202501462","Case registered at Vijayanagara PS 12 regarding online fraud. Investigation ongoing under IO Ekaraj."
"1463","202301463","Case registered at Gadag PS 8 regarding criminal breach of trust. Investigation ongoing under IO Ria."
"1464","202401464","Case registered at Dakshina Kannada PS 26 regarding online fraud. Investigation ongoing under IO Amrita."
"1465","202401465","Case registered at Bengaluru Urban PS 8 regarding identity theft. Investigation ongoing under IO Chaman."
"1466","202401466","Case registered at Chitradurga PS 23 regarding murder. Investigation ongoing under IO Champak."
"1467","202301467","Case registered at Uttara Kannada PS 21 regarding identity theft. Investigation ongoing under IO Janaki."
"1468","202501468","Case registered at Shivamogga PS 17 regarding grievous hurt. Investigation ongoing under IO Bimala."
"1469","202601469","Case registered at Koppal PS 25 regarding public nuisance. Investigation ongoing under IO Naveen."
"1470","202301470","Case registered at Bengaluru Urban PS 30 regarding gambling. Investigation ongoing under IO Laban."
"1471","202501471","Case registered at Dakshina Kannada PS 3 regarding criminal breach of trust. Investigation ongoing under IO Anamika."
"1472","202501472","Case registered at Ballari PS 38 regarding online fraud. Investigation ongoing under IO Bachittar."
"1473","202501473","Case registered at Kodagu PS 5 regarding dowry harassment. Investigation ongoing under IO Jalsa."
"1474","202301474","Case registered at Kodagu PS 5 regarding vehicle theft. Investigation ongoing under IO Nicholas."
"1475","202501475","Case registered at Kalaburagi PS 28 regarding theft. Investigation ongoing under IO Rushil."
"1476","202301476","Case registered at Vijayanagara PS 27 regarding public nuisance. Investigation ongoing under IO Harinakshi."
"1477","202301477","Case registered at Belagavi PS 6 regarding domestic violence. Investigation ongoing under IO Bhavya."
"1478","202501478","Case registered at Koppal PS 7 regarding gambling. Investigation ongoing under IO Dalbir."
"1479","202501479","Case registered at Tumakuru PS 5 regarding attempt to murder. Investigation ongoing under IO Jacob."
"1480","202401480","Case registered at Tumakuru PS 26 regarding criminal breach of trust. Investigation ongoing under IO Wakeeta."
"1481","202301481","Case registered at Ballari PS 35 regarding theft. Investigation ongoing under IO Udyati."
"1482","202501482","Case registered at Chikkaballapur PS 15 regarding online fraud. Investigation ongoing under IO Jasmit."
"1483","202301483","Case registered at Kodagu PS 14 regarding robbery. Investigation ongoing under IO Ishaan."
"1484","202401484","Case registered at Bengaluru Urban PS 77 regarding murder. Investigation ongoing under IO Upadhriti."
"1485","202301485","Case registered at Ramanagara PS 28 regarding public nuisance. Investigation ongoing under IO Ekavir."
"1486","202501486","Case registered at Bengaluru Urban PS 79 regarding robbery. Investigation ongoing under IO Theodore."
"1487","202301487","Case registered at Udupi PS 11 regarding robbery. Investigation ongoing under IO Ekapad."
"1488","202601488","Case registered at Tumakuru PS 4 regarding grievous hurt. Investigation ongoing under IO Faris."
"1489","202401489","Case registered at Raichur PS 4 regarding grievous hurt. Investigation ongoing under IO Chatresh."
"1490","202301490","Case registered at Kodagu PS 6 regarding cheating. Investigation ongoing under IO Oni."
"1491","202501491","Case registered at Kodagu PS 14 regarding burglary. Investigation ongoing under IO Yutika."
"1492","202301492","Case registered at Raichur PS 2 regarding robbery. Investigation ongoing under IO Aarini."
"1493","202501493","Case registered at Ballari PS 2 regarding gambling. Investigation ongoing under IO Tanay."
"1494","202301494","Case registered at Udupi PS 20 regarding vehicle theft. Investigation ongoing under IO Alexander."
"1495","202301495","Case registered at Kalaburagi PS 14 regarding sexual assault. Investigation ongoing under IO Ranveer."
"1496","202401496","Case registered at Gadag PS 24 regarding gambling. Investigation ongoing under IO Aadhya."
"1497","202401497","Case registered at Bagalkot PS 18 regarding gambling. Investigation ongoing under IO Yasti."
"1498","202301498","Case registered at Bengaluru Urban PS 44 regarding attempt to murder. Investigation ongoing under IO Chavvi."
"1499","202401499","Case registered at Bengaluru Urban PS 96 regarding burglary. Investigation ongoing under IO Bhavika."
"1500","202501500","Case registered at Chitradurga PS 29 regarding sexual assault. Investigation ongoing under IO Lakshmi."
"1501","202401501","Case registered at Vijayapura PS 23 regarding domestic violence. Investigation ongoing under IO Amruta."
"1502","202501502","Case registered at Kolar PS 25 regarding gambling. Investigation ongoing under IO Atharv."
"1503","202401503","Case registered at Dakshina Kannada PS 19 regarding attempt to murder. Investigation ongoing under IO Ryan."
"1504","202501504","Case registered at Kalaburagi PS 51 regarding cheating. Investigation ongoing under IO Upadhriti."
"1505","202501505","Case registered at Belagavi PS 16 regarding criminal breach of trust. Investigation ongoing under IO Amruta."
"1506","202501506","Case registered at Bengaluru Urban PS 27 regarding criminal breach of trust. Investigation ongoing under IO Kalpit."
"1507","202301507","Case registered at Davanagere PS 21 regarding robbery. Investigation ongoing under IO Anamika."
"1508","202601508","Case registered at Mysuru PS 30 regarding vehicle theft. Investigation ongoing under IO Bishakha."
"1509","202501509","Case registered at Koppal PS 29 regarding cheating. Investigation ongoing under IO Gagan."
"1510","202501510","Case registered at Chikkamagaluru PS 13 regarding online fraud. Investigation ongoing under IO Sanya."
"1511","202501511","Case registered at Bagalkot PS 10 regarding grievous hurt. Investigation ongoing under IO Riya."
"1512","202301512","Case registered at Chikkaballapur PS 27 regarding identity theft. Investigation ongoing under IO Gautami."
"1513","202401513","Case registered at Chamarajanagar PS 2 regarding domestic violence. Investigation ongoing under IO Pranit."
"1514","202501514","Case registered at Uttara Kannada PS 20 regarding dowry harassment. Investigation ongoing under IO Ikbal."
"1515","202501515","Case registered at Shivamogga PS 22 regarding identity theft. Investigation ongoing under IO Jonathan."
"1516","202501516","Case registered at Kolar PS 3 regarding burglary. Investigation ongoing under IO Bhavani."
"1517","202501517","Case registered at Ramanagara PS 16 regarding online fraud. Investigation ongoing under IO Umang."
"1518","202301518","Case registered at Bengaluru Urban PS 110 regarding burglary. Investigation ongoing under IO Gayathri."
"1519","202501519","Case registered at Vijayapura PS 13 regarding domestic violence. Investigation ongoing under IO Urvashi."
"1520","202501520","Case registered at Mysuru PS 17 regarding identity theft. Investigation ongoing under IO Zaid."
"1521","202401521","Case registered at Ballari PS 5 regarding vehicle theft. Investigation ongoing under IO Daksha."
"1522","202501522","Case registered at Chikkaballapur PS 9 regarding burglary. Investigation ongoing under IO Michael."
"1523","202601523","Case registered at Dharwad PS 15 regarding vehicle theft. Investigation ongoing under IO Gabriel."
"1524","202301524","Case registered at Udupi PS 4 regarding vehicle theft. Investigation ongoing under IO Megha."
"1525","202401525","Case registered at Hassan PS 26 regarding cheating. Investigation ongoing under IO Rayaan."
"1526","202301526","Case registered at Bengaluru Urban PS 41 regarding cheating. Investigation ongoing under IO Arjun."
"1527","202401527","Case registered at Raichur PS 15 regarding robbery. Investigation ongoing under IO Wakeeta."
"1528","202501528","Case registered at Kalaburagi PS 1 regarding online fraud. Investigation ongoing under IO Mekhala."
"1529","202401529","Case registered at Vijayapura PS 4 regarding dowry harassment. Investigation ongoing under IO Gautam."
"1530","202301530","Case registered at Bagalkot PS 23 regarding criminal breach of trust. Investigation ongoing under IO Pooja."
"1531","202601531","Case registered at Bengaluru Rural PS 5 regarding cheating. Investigation ongoing under IO Theodore."
"1532","202601532","Case registered at Yadgir PS 2 regarding grievous hurt. Investigation ongoing under IO Yatin."
"1533","202301533","Case registered at Udupi PS 16 regarding identity theft. Investigation ongoing under IO Wriddhish."
"1534","202501534","Case registered at Mysuru PS 19 regarding sexual assault. Investigation ongoing under IO Udant."
"1535","202301535","Case registered at Hassan PS 21 regarding theft. Investigation ongoing under IO Hredhaan."
"1536","202301536","Case registered at Mysuru PS 2 regarding online fraud. Investigation ongoing under IO Ranbir."
"1537","202601537","Case registered at Koppal PS 28 regarding public nuisance. Investigation ongoing under IO Arjun."
"1538","202301538","Case registered at Kalaburagi PS 22 regarding gambling. Investigation ongoing under IO Amara."
"1539","202501539","Case registered at Koppal PS 13 regarding identity theft. Investigation ongoing under IO Odika."
"1540","202601540","Case registered at Belagavi PS 48 regarding cheating. Investigation ongoing under IO Ekta."
"1541","202501541","Case registered at Dakshina Kannada PS 34 regarding online fraud. Investigation ongoing under IO Inaya."
"1542","202601542","Case registered at Uttara Kannada PS 27 regarding identity theft. Investigation ongoing under IO Gaurang."
"1543","202401543","Case registered at Chikkamagaluru PS 22 regarding criminal breach of trust. Investigation ongoing under IO Nathaniel."
"1544","202401544","Case registered at Chikkamagaluru PS 15 regarding gambling. Investigation ongoing under IO Vincent."
"1545","202401545","Case registered at Dakshina Kannada PS 5 regarding cheating. Investigation ongoing under IO Pallavi."
"1546","202501546","Case registered at Vijayapura PS 26 regarding cheating. Investigation ongoing under IO Ladli."
"1547","202401547","Case registered at Mandya PS 4 regarding grievous hurt. Investigation ongoing under IO Om."
"1548","202501548","Case registered at Chitradurga PS 22 regarding online fraud. Investigation ongoing under IO Omkaar."
"1549","202501549","Case registered at Koppal PS 25 regarding identity theft. Investigation ongoing under IO Barkha."
